Grid Size,30
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,17,16,4.63236,4.66822,0,11.7633,6.31827,0
0,1,17,15,4.63237,4.66822,0,11.7633,1.6859,0
0,1,18,15,4.63237,4.6683,0,16.4315,1.6859,0
0,1,19,15,4.63237,4.6682,0,21.0998,1.6859,0
0,1,19,16,4.63236,4.6682,0,21.0998,6.31827,0
0,1,19,17,4.63235,4.6682,0,21.0998,10.9506,0
0,1,18,17,4.63235,4.6683,0,16.4315,10.9506,0
0,0,19,16,4.63236,4.6682,0,21.0998,6.31827,0
0,1,18,17,4.63235,4.6683,0,16.4315,10.9506,0
0,1,18,16,4.63236,4.6683,0,16.4315,6.31827,0
0,1,18,15,4.63237,4.6683,0,16.4315,1.6859,0
0,1,19,15,4.63237,4.6682,0,21.0998,1.6859,0
0,1,20,15,4.63237,4.6683,0,25.7681,1.6859,0
0,1,20,16,4.63236,4.6683,0,25.7681,6.31827,0
0,1,20,17,4.63235,4.6683,0,25.7681,10.9506,0
0,1,19,17,4.63235,4.6682,0,21.0998,10.9506,0
0,0,20,16,4.63236,4.6683,0,25.7681,6.31827,0
0,1,19,17,4.63235,4.6682,0,21.0998,10.9506,0
0,1,19,16,4.63236,4.6682,0,21.0998,6.31827,0
0,1,19,15,4.63237,4.6682,0,21.0998,1.6859,0
0,1,20,15,4.63237,4.6683,0,25.7681,1.6859,0
0,1,21,15,4.63237,4.6682,0,30.4363,1.6859,0
0,1,21,16,4.63236,4.6682,0,30.4363,6.31827,0
0,1,21,17,4.63235,4.6682,0,30.4363,10.9506,0
0,1,20,17,4.63235,4.6683,0,25.7681,10.9506,0
0,0,21,16,4.63236,4.6682,0,30.4363,6.31827,0
0,1,20,17,4.63235,4.6683,0,25.7681,10.9506,0
0,1,20,16,4.63236,4.6683,0,25.7681,6.31827,0
0,1,20,15,4.63237,4.6683,0,25.7681,1.6859,0
0,1,21,15,4.63237,4.6682,0,30.4363,1.6859,0
0,1,22,15,4.63237,4.6682,0,35.1045,1.6859,0
0,1,22,16,4.63236,4.6682,0,35.1045,6.31827,0
0,1,22,17,4.63235,4.6682,0,35.1045,10.9506,0
0,1,21,17,4.63235,4.6682,0,30.4363,10.9506,0
0,0,22,16,4.63236,4.6682,0,35.1045,6.31827,0
0,1,21,17,4.63235,4.6682,0,30.4363,10.9506,0
0,1,21,16,4.63236,4.6682,0,30.4363,6.31827,0
0,1,21,15,4.63237,4.6682,0,30.4363,1.6859,0
0,1,22,15,4.63237,4.6682,0,35.1045,1.6859,0
0,1,23,15,4.63237,4.6683,0,39.7728,1.6859,0
0,1,23,16,4.63236,4.6683,0,39.7728,6.31827,0
0,1,23,17,4.63235,4.6683,0,39.7728,10.9506,0
0,1,22,17,4.63235,4.6682,0,35.1045,10.9506,0
0,0,23,16,4.63236,4.6683,0,39.7728,6.31827,0
0,1,22,17,4.63235,4.6682,0,35.1045,10.9506,0
0,1,22,16,4.63236,4.6682,0,35.1045,6.31827,0
0,1,22,15,4.63237,4.6682,0,35.1045,1.6859,0
0,1,23,15,4.63237,4.6683,0,39.7728,1.6859,0
0,1,24,15,4.63237,4.6682,0,44.441,1.6859,0
0,1,24,16,4.63236,4.6682,0,44.441,6.31827,0
0,1,24,17,4.63235,4.6682,0,44.441,10.9506,0
0,1,23,17,4.63235,4.6683,0,39.7728,10.9506,0
0,0,24,16,4.63236,4.6682,0,44.441,6.31827,0
0,1,23,17,4.63235,4.6683,0,39.7728,10.9506,0
0,1,23,16,4.63236,4.6683,0,39.7728,6.31827,0
0,1,23,15,4.63237,4.6683,0,39.7728,1.6859,0
0,1,24,15,4.63237,4.6682,0,44.441,1.6859,0
0,1,25,15,4.63237,4.6683,0,49.1093,1.6859,0
0,1,25,16,4.63236,4.6683,0,49.1093,6.31827,0
0,1,25,17,4.63235,4.6683,0,49.1093,10.9506,0
0,1,24,17,4.63235,4.6682,0,44.441,10.9506,0
0,0,25,16,4.63236,4.6683,0,49.1093,6.31827,0
0,1,24,17,4.63235,4.6682,0,44.441,10.9506,0
0,1,24,16,4.63236,4.6682,0,44.441,6.31827,0
0,1,24,15,4.63237,4.6682,0,44.441,1.6859,0
0,1,25,15,4.63237,4.6683,0,49.1093,1.6859,0
0,1,26,15,4.63237,4.6682,0,53.7775,1.6859,0
0,1,26,16,4.63236,4.6682,0,53.7775,6.31827,0
0,1,26,17,4.63235,4.6682,0,53.7775,10.9506,0
0,1,25,17,4.63235,4.6683,0,49.1093,10.9506,0
0,0,26,16,4.63236,4.6682,0,53.7775,6.31827,0
0,1,25,17,4.63235,4.6683,0,49.1093,10.9506,0
0,1,25,16,4.63236,4.6683,0,49.1093,6.31827,0
0,1,25,15,4.63237,4.6683,0,49.1093,1.6859,0
0,1,26,15,4.63237,4.6682,0,53.7775,1.6859,0
0,1,27,15,4.63237,4.6683,0,58.4457,1.6859,0
0,1,27,16,4.63236,4.6683,0,58.4457,6.31827,0
0,1,27,17,4.63235,4.6683,0,58.4457,10.9506,0
0,1,26,17,4.63235,4.6682,0,53.7775,10.9506,0
0,0,27,16,4.63236,4.6683,0,58.4457,6.31827,0
0,1,26,17,4.63235,4.6682,0,53.7775,10.9506,0
0,1,26,16,4.63236,4.6682,0,53.7775,6.31827,0
0,1,26,15,4.63237,4.6682,0,53.7775,1.6859,0
0,1,27,15,4.63237,4.6683,0,58.4457,1.6859,0
0,1,28,15,4.63237,4.6682,0,63.114,1.6859,0
0,1,28,16,4.63236,4.6682,0,63.114,6.31827,0
0,1,28,17,4.63235,4.6682,0,63.114,10.9506,0
0,1,27,17,4.63235,4.6683,0,58.4457,10.9506,0
0,0,28,16,4.63236,4.6682,0,63.114,6.31827,0
0,1,27,17,4.63235,4.6683,0,58.4457,10.9506,0
0,1,27,16,4.63236,4.6683,0,58.4457,6.31827,0
0,1,27,15,4.63237,4.6683,0,58.4457,1.6859,0
0,1,28,15,4.63237,4.6682,0,63.114,1.6859,0
0,1,29,15,4.63237,4.66821,0,67.7822,1.6859,0
0,1,29,16,4.63236,4.66821,0,67.7822,6.31827,0
0,1,29,17,4.63235,4.66821,0,67.7822,10.9506,0
0,1,28,17,4.63235,4.6682,0,63.114,10.9506,0
0,0,29,16,4.63236,4.66821,0,67.7822,6.31827,0
0,1,28,17,4.63235,4.6682,0,63.114,10.9506,0
0,1,28,16,4.63236,4.6682,0,63.114,6.31827,0
0,1,28,15,4.63237,4.6682,0,63.114,1.6859,0
0,1,29,15,4.63237,4.66821,0,67.7822,1.6859,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,17,4.63235,4.66821,0,67.7822,10.9506,0
0,0,0,17,4.63235,4.6683,0,-67.5968,10.9506,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,16,4.63236,4.6683,0,-67.5968,6.31827,0
0,1,1,16,4.63236,4.6682,0,-62.9286,6.31827,0
0,1,1,17,4.63235,4.6682,0,-62.9286,10.9506,0
0,1,1,18,4.6324,4.6682,0,-62.9286,15.583,0
0,1,0,18,4.6324,4.6683,0,-67.5968,15.583,0
0,0,1,17,4.63235,4.6682,0,-62.9286,10.9506,0
0,1,0,18,4.6324,4.6683,0,-67.5968,15.583,0
0,1,0,17,4.63235,4.6683,0,-67.5968,10.9506,0
0,1,0,16,4.63236,4.6683,0,-67.5968,6.31827,0
0,1,1,16,4.63236,4.6682,0,-62.9286,6.31827,0
0,1,2,16,4.63236,4.6683,0,-58.2604,6.31827,0
0,1,2,17,4.63235,4.6683,0,-58.2604,10.9506,0
0,1,2,18,4.6324,4.6683,0,-58.2604,15.583,0
0,1,1,18,4.6324,4.6682,0,-62.9286,15.583,0
0,0,2,17,4.63235,4.6683,0,-58.2604,10.9506,0
0,1,1,18,4.6324,4.6682,0,-62.9286,15.583,0
0,1,1,17,4.63235,4.6682,0,-62.9286,10.9506,0
0,1,1,16,4.63236,4.6682,0,-62.9286,6.31827,0
0,1,2,16,4.63236,4.6683,0,-58.2604,6.31827,0
0,1,3,16,4.63236,4.6682,0,-53.5921,6.31827,0
0,1,3,17,4.63235,4.6682,0,-53.5921,10.9506,0
0,1,3,18,4.6324,4.6682,0,-53.5921,15.583,0
0,1,2,18,4.6324,4.6683,0,-58.2604,15.583,0
0,0,3,17,4.63235,4.6682,0,-53.5921,10.9506,0
0,1,2,18,4.6324,4.6683,0,-58.2604,15.583,0
0,1,2,17,4.63235,4.6683,0,-58.2604,10.9506,0
0,1,2,16,4.63236,4.6683,0,-58.2604,6.31827,0
0,1,3,16,4.63236,4.6682,0,-53.5921,6.31827,0
0,1,4,16,4.63236,4.6683,0,-48.9239,6.31827,0
0,1,4,17,4.63235,4.6683,0,-48.9239,10.9506,0
0,1,4,18,4.6324,4.6683,0,-48.9239,15.583,0
0,1,3,18,4.6324,4.6682,0,-53.5921,15.583,0
0,0,4,17,4.63235,4.6683,0,-48.9239,10.9506,0
0,1,3,18,4.6324,4.6682,0,-53.5921,15.583,0
0,1,3,17,4.63235,4.6682,0,-53.5921,10.9506,0
0,1,3,16,4.63236,4.6682,0,-53.5921,6.31827,0
0,1,4,16,4.63236,4.6683,0,-48.9239,6.31827,0
0,1,5,16,4.63236,4.6682,0,-44.2556,6.31827,0
0,1,5,17,4.63235,4.6682,0,-44.2556,10.9506,0
0,1,5,18,4.6324,4.6682,0,-44.2556,15.583,0
0,1,4,18,4.6324,4.6683,0,-48.9239,15.583,0
0,0,5,17,4.63235,4.6682,0,-44.2556,10.9506,0
0,1,4,18,4.6324,4.6683,0,-48.9239,15.583,0
0,1,4,17,4.63235,4.6683,0,-48.9239,10.9506,0
0,1,4,16,4.63236,4.6683,0,-48.9239,6.31827,0
0,1,5,16,4.63236,4.6682,0,-44.2556,6.31827,0
0,1,6,16,4.63236,4.6682,0,-39.5874,6.31827,0
0,1,6,17,4.63235,4.6682,0,-39.5874,10.9506,0
0,1,6,18,4.6324,4.6682,0,-39.5874,15.583,0
0,1,5,18,4.6324,4.6682,0,-44.2556,15.583,0
0,0,6,17,4.63235,4.6682,0,-39.5874,10.9506,0
0,1,5,18,4.6324,4.6682,0,-44.2556,15.583,0
0,1,5,17,4.63235,4.6682,0,-44.2556,10.9506,0
0,1,5,16,4.63236,4.6682,0,-44.2556,6.31827,0
0,1,6,16,4.63236,4.6682,0,-39.5874,6.31827,0
0,1,7,16,4.63236,4.6683,0,-34.9192,6.31827,0
0,1,7,17,4.63235,4.6683,0,-34.9192,10.9506,0
0,1,7,18,4.6324,4.6683,0,-34.9192,15.583,0
0,1,6,18,4.6324,4.6682,0,-39.5874,15.583,0
0,0,7,17,4.63235,4.6683,0,-34.9192,10.9506,0
0,1,6,18,4.6324,4.6682,0,-39.5874,15.583,0
0,1,6,17,4.63235,4.6682,0,-39.5874,10.9506,0
0,1,6,16,4.63236,4.6682,0,-39.5874,6.31827,0
0,1,7,16,4.63236,4.6683,0,-34.9192,6.31827,0
0,1,8,16,4.63236,4.6682,0,-30.2509,6.31827,0
0,1,8,17,4.63235,4.6682,0,-30.2509,10.9506,0
0,1,8,18,4.6324,4.6682,0,-30.2509,15.583,0
0,1,7,18,4.6324,4.6683,0,-34.9192,15.583,0
0,0,8,17,4.63235,4.6682,0,-30.2509,10.9506,0
0,1,7,18,4.6324,4.6683,0,-34.9192,15.583,0
0,1,7,17,4.63235,4.6683,0,-34.9192,10.9506,0
0,1,7,16,4.63236,4.6683,0,-34.9192,6.31827,0
0,1,8,16,4.63236,4.6682,0,-30.2509,6.31827,0
0,1,9,16,4.63236,4.6683,0,-25.5826,6.31827,0
0,1,9,17,4.63235,4.6683,0,-25.5826,10.9506,0
0,1,9,18,4.6324,4.6683,0,-25.5826,15.583,0
0,1,8,18,4.6324,4.6682,0,-30.2509,15.583,0
0,0,9,17,4.63235,4.6683,0,-25.5826,10.9506,0
0,1,8,18,4.6324,4.6682,0,-30.2509,15.583,0
0,1,8,17,4.63235,4.6682,0,-30.2509,10.9506,0
0,1,8,16,4.63236,4.6682,0,-30.2509,6.31827,0
0,1,9,16,4.63236,4.6683,0,-25.5826,6.31827,0
0,1,10,16,4.63236,4.6682,0,-20.9144,6.31827,0
0,1,10,17,4.63235,4.6682,0,-20.9144,10.9506,0
0,1,10,18,4.6324,4.6682,0,-20.9144,15.583,0
0,1,9,18,4.6324,4.6683,0,-25.5826,15.583,0
0,0,10,17,4.63235,4.6682,0,-20.9144,10.9506,0
0,1,9,18,4.6324,4.6683,0,-25.5826,15.583,0
0,1,9,17,4.63235,4.6683,0,-25.5826,10.9506,0
0,1,9,16,4.63236,4.6683,0,-25.5826,6.31827,0
0,1,10,16,4.63236,4.6682,0,-20.9144,6.31827,0
0,1,11,16,4.63236,4.6683,0,-16.2461,6.31827,0
0,1,11,17,4.63235,4.6683,0,-16.2461,10.9506,0
0,1,11,18,4.6324,4.6683,0,-16.2461,15.583,0
0,1,10,18,4.6324,4.6682,0,-20.9144,15.583,0
0,0,11,17,4.63235,4.6683,0,-16.2461,10.9506,0
0,1,10,18,4.6324,4.6682,0,-20.9144,15.583,0
0,1,10,17,4.63235,4.6682,0,-20.9144,10.9506,0
0,1,10,16,4.63236,4.6682,0,-20.9144,6.31827,0
0,1,11,16,4.63236,4.6683,0,-16.2461,6.31827,0
0,1,12,16,4.63236,4.66821,0,-11.5779,6.31827,0
0,1,12,17,4.63235,4.66821,0,-11.5779,10.9506,0
0,1,12,18,4.6324,4.66821,0,-11.5779,15.583,0
0,1,11,18,4.6324,4.6683,0,-16.2461,15.583,0
0,0,12,17,4.63235,4.66821,0,-11.5779,10.9506,0
0,1,11,18,4.6324,4.6683,0,-16.2461,15.583,0
0,1,11,17,4.63235,4.6683,0,-16.2461,10.9506,0
0,1,11,16,4.63236,4.6683,0,-16.2461,6.31827,0
0,1,12,16,4.63236,4.66821,0,-11.5779,6.31827,0
0,1,13,16,4.63236,4.66824,0,-6.90967,6.31827,0
0,1,13,17,4.63235,4.66824,0,-6.90967,10.9506,0
0,1,13,18,4.6324,4.66824,0,-6.90967,15.583,0
0,1,12,18,4.6324,4.66821,0,-11.5779,15.583,0
0,0,13,17,4.63235,4.66824,0,-6.90967,10.9506,0
0,1,12,18,4.6324,4.66821,0,-11.5779,15.583,0
0,1,12,17,4.63235,4.66821,0,-11.5779,10.9506,0
0,1,12,16,4.63236,4.66821,0,-11.5779,6.31827,0
0,1,13,16,4.63236,4.66824,0,-6.90967,6.31827,0
0,1,14,16,4.63236,4.66824,0,-2.24143,6.31827,0
0,1,14,17,4.63235,4.66824,0,-2.24143,10.9506,0
0,1,14,18,4.6324,4.66824,0,-2.24143,15.583,0
0,1,13,18,4.6324,4.66824,0,-6.90967,15.583,0
0,0,14,17,4.63235,4.66824,0,-2.24143,10.9506,0
0,1,13,18,4.6324,4.66824,0,-6.90967,15.583,0
0,1,13,17,4.63235,4.66824,0,-6.90967,10.9506,0
0,1,13,16,4.63236,4.66824,0,-6.90967,6.31827,0
0,1,14,16,4.63236,4.66824,0,-2.24143,6.31827,0
0,1,15,16,4.63236,4.66825,0,2.42682,6.31827,0
0,1,15,17,4.63235,4.66825,0,2.42682,10.9506,0
0,1,15,18,4.6324,4.66825,0,2.42682,15.583,0
0,1,14,18,4.6324,4.66824,0,-2.24143,15.583,0
0,0,15,17,4.63235,4.66825,0,2.42682,10.9506,0
0,1,14,18,4.6324,4.66824,0,-2.24143,15.583,0
0,1,14,17,4.63235,4.66824,0,-2.24143,10.9506,0
0,1,14,16,4.63236,4.66824,0,-2.24143,6.31827,0
0,1,15,16,4.63236,4.66825,0,2.42682,6.31827,0
0,1,16,16,4.63236,4.66824,0,7.09506,6.31827,0
0,1,16,17,4.63235,4.66824,0,7.09506,10.9506,0
0,1,16,18,4.6324,4.66824,0,7.09506,15.583,0
0,1,15,18,4.6324,4.66825,0,2.42682,15.583,0
0,0,16,17,4.63235,4.66824,0,7.09506,10.9506,0
0,1,15,18,4.6324,4.66825,0,2.42682,15.583,0
0,1,15,17,4.63235,4.66825,0,2.42682,10.9506,0
0,1,15,16,4.63236,4.66825,0,2.42682,6.31827,0
0,1,16,16,4.63236,4.66824,0,7.09506,6.31827,0
0,1,17,16,4.63236,4.66822,0,11.7633,6.31827,0
0,1,17,17,4.63235,4.66822,0,11.7633,10.9506,0
0,1,17,18,4.6324,4.66822,0,11.7633,15.583,0
0,1,16,18,4.6324,4.66824,0,7.09506,15.583,0
0,0,17,17,4.63235,4.66822,0,11.7633,10.9506,0
0,1,16,18,4.6324,4.66824,0,7.09506,15.583,0
0,1,16,17,4.63235,4.66824,0,7.09506,10.9506,0
0,1,16,16,4.63236,4.66824,0,7.09506,6.31827,0
0,1,17,16,4.63236,4.66822,0,11.7633,6.31827,0
0,1,18,16,4.63236,4.6683,0,16.4315,6.31827,0
0,1,18,17,4.63235,4.6683,0,16.4315,10.9506,0
0,1,18,18,4.6324,4.6683,0,16.4315,15.583,0
0,1,17,18,4.6324,4.66822,0,11.7633,15.583,0
0,0,18,17,4.63235,4.6683,0,16.4315,10.9506,0
0,1,17,18,4.6324,4.66822,0,11.7633,15.583,0
0,1,17,17,4.63235,4.66822,0,11.7633,10.9506,0
0,1,17,16,4.63236,4.66822,0,11.7633,6.31827,0
0,1,18,16,4.63236,4.6683,0,16.4315,6.31827,0
0,1,19,16,4.63236,4.6682,0,21.0998,6.31827,0
0,1,19,17,4.63235,4.6682,0,21.0998,10.9506,0
0,1,19,18,4.6324,4.6682,0,21.0998,15.583,0
0,1,18,18,4.6324,4.6683,0,16.4315,15.583,0
0,0,19,17,4.63235,4.6682,0,21.0998,10.9506,0
0,1,18,18,4.6324,4.6683,0,16.4315,15.583,0
0,1,18,17,4.63235,4.6683,0,16.4315,10.9506,0
0,1,18,16,4.63236,4.6683,0,16.4315,6.31827,0
0,1,19,16,4.63236,4.6682,0,21.0998,6.31827,0
0,1,20,16,4.63236,4.6683,0,25.7681,6.31827,0
0,1,20,17,4.63235,4.6683,0,25.7681,10.9506,0
0,1,20,18,4.6324,4.6683,0,25.7681,15.583,0
0,1,19,18,4.6324,4.6682,0,21.0998,15.583,0
0,0,20,17,4.63235,4.6683,0,25.7681,10.9506,0
0,1,19,18,4.6324,4.6682,0,21.0998,15.583,0
0,1,19,17,4.63235,4.6682,0,21.0998,10.9506,0
0,1,19,16,4.63236,4.6682,0,21.0998,6.31827,0
0,1,20,16,4.63236,4.6683,0,25.7681,6.31827,0
0,1,21,16,4.63236,4.6682,0,30.4363,6.31827,0
0,1,21,17,4.63235,4.6682,0,30.4363,10.9506,0
0,1,21,18,4.6324,4.6682,0,30.4363,15.583,0
0,1,20,18,4.6324,4.6683,0,25.7681,15.583,0
0,0,21,17,4.63235,4.6682,0,30.4363,10.9506,0
0,1,20,18,4.6324,4.6683,0,25.7681,15.583,0
0,1,20,17,4.63235,4.6683,0,25.7681,10.9506,0
0,1,20,16,4.63236,4.6683,0,25.7681,6.31827,0
0,1,21,16,4.63236,4.6682,0,30.4363,6.31827,0
0,1,22,16,4.63236,4.6682,0,35.1045,6.31827,0
0,1,22,17,4.63235,4.6682,0,35.1045,10.9506,0
0,1,22,18,4.6324,4.6682,0,35.1045,15.583,0
0,1,21,18,4.6324,4.6682,0,30.4363,15.583,0
0,0,22,17,4.63235,4.6682,0,35.1045,10.9506,0
0,1,21,18,4.6324,4.6682,0,30.4363,15.583,0
0,1,21,17,4.63235,4.6682,0,30.4363,10.9506,0
0,1,21,16,4.63236,4.6682,0,30.4363,6.31827,0
0,1,22,16,4.63236,4.6682,0,35.1045,6.31827,0
0,1,23,16,4.63236,4.6683,0,39.7728,6.31827,0
0,1,23,17,4.63235,4.6683,0,39.7728,10.9506,0
0,1,23,18,4.6324,4.6683,0,39.7728,15.583,0
0,1,22,18,4.6324,4.6682,0,35.1045,15.583,0
0,0,23,17,4.63235,4.6683,0,39.7728,10.9506,0
0,1,22,18,4.6324,4.6682,0,35.1045,15.583,0
0,1,22,17,4.63235,4.6682,0,35.1045,10.9506,0
0,1,22,16,4.63236,4.6682,0,35.1045,6.31827,0
0,1,23,16,4.63236,4.6683,0,39.7728,6.31827,0
0,1,24,16,4.63236,4.6682,0,44.441,6.31827,0
0,1,24,17,4.63235,4.6682,0,44.441,10.9506,0
0,1,24,18,4.6324,4.6682,0,44.441,15.583,0
0,1,23,18,4.6324,4.6683,0,39.7728,15.583,0
0,0,24,17,4.63235,4.6682,0,44.441,10.9506,0
0,1,23,18,4.6324,4.6683,0,39.7728,15.583,0
0,1,23,17,4.63235,4.6683,0,39.7728,10.9506,0
0,1,23,16,4.63236,4.6683,0,39.7728,6.31827,0
0,1,24,16,4.63236,4.6682,0,44.441,6.31827,0
0,1,25,16,4.63236,4.6683,0,49.1093,6.31827,0
0,1,25,17,4.63235,4.6683,0,49.1093,10.9506,0
0,1,25,18,4.6324,4.6683,0,49.1093,15.583,0
0,1,24,18,4.6324,4.6682,0,44.441,15.583,0
0,0,25,17,4.63235,4.6683,0,49.1093,10.9506,0
0,1,24,18,4.6324,4.6682,0,44.441,15.583,0
0,1,24,17,4.63235,4.6682,0,44.441,10.9506,0
0,1,24,16,4.63236,4.6682,0,44.441,6.31827,0
0,1,25,16,4.63236,4.6683,0,49.1093,6.31827,0
0,1,26,16,4.63236,4.6682,0,53.7775,6.31827,0
0,1,26,17,4.63235,4.6682,0,53.7775,10.9506,0
0,1,26,18,4.6324,4.6682,0,53.7775,15.583,0
0,1,25,18,4.6324,4.6683,0,49.1093,15.583,0
0,0,26,17,4.63235,4.6682,0,53.7775,10.9506,0
0,1,25,18,4.6324,4.6683,0,49.1093,15.583,0
0,1,25,17,4.63235,4.6683,0,49.1093,10.9506,0
0,1,25,16,4.63236,4.6683,0,49.1093,6.31827,0
0,1,26,16,4.63236,4.6682,0,53.7775,6.31827,0
0,1,27,16,4.63236,4.6683,0,58.4457,6.31827,0
0,1,27,17,4.63235,4.6683,0,58.4457,10.9506,0
0,1,27,18,4.6324,4.6683,0,58.4457,15.583,0
0,1,26,18,4.6324,4.6682,0,53.7775,15.583,0
0,0,27,17,4.63235,4.6683,0,58.4457,10.9506,0
0,1,26,18,4.6324,4.6682,0,53.7775,15.583,0
0,1,26,17,4.63235,4.6682,0,53.7775,10.9506,0
0,1,26,16,4.63236,4.6682,0,53.7775,6.31827,0
0,1,27,16,4.63236,4.6683,0,58.4457,6.31827,0
0,1,28,16,4.63236,4.6682,0,63.114,6.31827,0
0,1,28,17,4.63235,4.6682,0,63.114,10.9506,0
0,1,28,18,4.6324,4.6682,0,63.114,15.583,0
0,1,27,18,4.6324,4.6683,0,58.4457,15.583,0
0,0,28,17,4.63235,4.6682,0,63.114,10.9506,0
0,1,27,18,4.6324,4.6683,0,58.4457,15.583,0
0,1,27,17,4.63235,4.6683,0,58.4457,10.9506,0
0,1,27,16,4.63236,4.6683,0,58.4457,6.31827,0
0,1,28,16,4.63236,4.6682,0,63.114,6.31827,0
0,1,29,16,4.63236,4.66821,0,67.7822,6.31827,0
0,1,29,17,4.63235,4.66821,0,67.7822,10.9506,0
0,1,29,18,4.6324,4.66821,0,67.7822,15.583,0
0,1,28,18,4.6324,4.6682,0,63.114,15.583,0
0,0,29,17,4.63235,4.66821,0,67.7822,10.9506,0
0,1,28,18,4.6324,4.6682,0,63.114,15.583,0
0,1,28,17,4.63235,4.6682,0,63.114,10.9506,0
0,1,28,16,4.63236,4.6682,0,63.114,6.31827,0
0,1,29,16,4.63236,4.66821,0,67.7822,6.31827,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,18,4.6324,4.66821,0,67.7822,15.583,0
0,0,0,18,4.6324,4.6683,0,-67.5968,15.583,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,17,4.63235,4.6683,0,-67.5968,10.9506,0
0,1,1,17,4.63235,4.6682,0,-62.9286,10.9506,0
0,1,1,18,4.6324,4.6682,0,-62.9286,15.583,0
0,1,1,19,4.6324,4.6682,0,-62.9286,20.2154,0
0,1,0,19,4.6324,4.6683,0,-67.5968,20.2154,0
0,0,1,18,4.6324,4.6682,0,-62.9286,15.583,0
0,1,0,19,4.6324,4.6683,0,-67.5968,20.2154,0
0,1,0,18,4.6324,4.6683,0,-67.5968,15.583,0
0,1,0,17,4.63235,4.6683,0,-67.5968,10.9506,0
0,1,1,17,4.63235,4.6682,0,-62.9286,10.9506,0
0,1,2,17,4.63235,4.6683,0,-58.2604,10.9506,0
0,1,2,18,4.6324,4.6683,0,-58.2604,15.583,0
0,1,2,19,4.6324,4.6683,0,-58.2604,20.2154,0
0,1,1,19,4.6324,4.6682,0,-62.9286,20.2154,0
0,0,2,18,4.6324,4.6683,0,-58.2604,15.583,0
0,1,1,19,4.6324,4.6682,0,-62.9286,20.2154,0
0,1,1,18,4.6324,4.6682,0,-62.9286,15.583,0
0,1,1,17,4.63235,4.6682,0,-62.9286,10.9506,0
0,1,2,17,4.63235,4.6683,0,-58.2604,10.9506,0
0,1,3,17,4.63235,4.6682,0,-53.5921,10.9506,0
0,1,3,18,4.6324,4.6682,0,-53.5921,15.583,0
0,1,3,19,4.6324,4.6682,0,-53.5921,20.2154,0
0,1,2,19,4.6324,4.6683,0,-58.2604,20.2154,0
0,0,3,18,4.6324,4.6682,0,-53.5921,15.583,0
0,1,2,19,4.6324,4.6683,0,-58.2604,20.2154,0
0,1,2,18,4.6324,4.6683,0,-58.2604,15.583,0
0,1,2,17,4.63235,4.6683,0,-58.2604,10.9506,0
0,1,3,17,4.63235,4.6682,0,-53.5921,10.9506,0
0,1,4,17,4.63235,4.6683,0,-48.9239,10.9506,0
0,1,4,18,4.6324,4.6683,0,-48.9239,15.583,0
0,1,4,19,4.6324,4.6683,0,-48.9239,20.2154,0
0,1,3,19,4.6324,4.6682,0,-53.5921,20.2154,0
0,0,4,18,4.6324,4.6683,0,-48.9239,15.583,0
0,1,3,19,4.6324,4.6682,0,-53.5921,20.2154,0
0,1,3,18,4.6324,4.6682,0,-53.5921,15.583,0
0,1,3,17,4.63235,4.6682,0,-53.5921,10.9506,0
0,1,4,17,4.63235,4.6683,0,-48.9239,10.9506,0
0,1,5,17,4.63235,4.6682,0,-44.2556,10.9506,0
0,1,5,18,4.6324,4.6682,0,-44.2556,15.583,0
0,1,5,19,4.6324,4.6682,0,-44.2556,20.2154,0
0,1,4,19,4.6324,4.6683,0,-48.9239,20.2154,0
0,0,5,18,4.6324,4.6682,0,-44.2556,15.583,0
0,1,4,19,4.6324,4.6683,0,-48.9239,20.2154,0
0,1,4,18,4.6324,4.6683,0,-48.9239,15.583,0
0,1,4,17,4.63235,4.6683,0,-48.9239,10.9506,0
0,1,5,17,4.63235,4.6682,0,-44.2556,10.9506,0
0,1,6,17,4.63235,4.6682,0,-39.5874,10.9506,0
0,1,6,18,4.6324,4.6682,0,-39.5874,15.583,0
0,1,6,19,4.6324,4.6682,0,-39.5874,20.2154,0
0,1,5,19,4.6324,4.6682,0,-44.2556,20.2154,0
0,0,6,18,4.6324,4.6682,0,-39.5874,15.583,0
0,1,5,19,4.6324,4.6682,0,-44.2556,20.2154,0
0,1,5,18,4.6324,4.6682,0,-44.2556,15.583,0
0,1,5,17,4.63235,4.6682,0,-44.2556,10.9506,0
0,1,6,17,4.63235,4.6682,0,-39.5874,10.9506,0
0,1,7,17,4.63235,4.6683,0,-34.9192,10.9506,0
0,1,7,18,4.6324,4.6683,0,-34.9192,15.583,0
0,1,7,19,4.6324,4.6683,0,-34.9192,20.2154,0
0,1,6,19,4.6324,4.6682,0,-39.5874,20.2154,0
